,ID,CentroidFlag,TAZID,On,Off
1393,1665,,,,
1394,2458,1,11,,
1395,1118,,,,
1396,1117,,,,
1397,1116,,,400.46722412109375,372.81817626953125
1398,1706,,,,
1399,2455,1,10,,
1400,1107,,,229.955078125,26.81719398498535
1401,2454,1,13,,
1402,1119,,,31.320980072021484,267.413330078125
1403,1110,,,,
1404,1113,,,,
1405,1599,,,,
1406,1696,,,,
1407,2452,1,9,,
1408,1740,,,,
1409,1153,,,,
1410,1743,,,,
1411,1799,,,,
1412,1140,,,,
1413,1779,,,,
1414,1800,,,,
1415,1797,,,,
1416,2451,1,14,,
1417,1782,,,,
1418,1789,,,,
1419,1526,,,,
1420,1141,,,,
1421,2265,,,,
1422,2264,,,,
1423,2263,,,,
1424,1671,,,,
1425,2262,,,,
1426,2248,,,,
1427,2257,,,,
1428,1670,,,,
1429,2450,1,421,,
1430,2446,,,,
1431,2447,1,1,,
1432,2449,,,,
1433,2211,,,,
1434,2208,,,,
1435,2219,,,,
1436,2210,,,,
1437,2215,,,,
1438,2214,,,,
1439,2213,,,,
1440,2216,,,,
1441,2212,,,,
1442,2209,,,,
1443,2217,,,,
1444,810,,,,
1445,2448,,,,
1446,866,,,,
1447,1585,,,,
1448,864,,,,
1449,8,,237,,
1450,863,,,,
1451,862,,,481.41180419921875,169.75950622558594
1452,2441,,,,
1453,855,,,,
1454,2392,,,,
1455,2443,1,423,,
1456,2442,1,422,,
1457,854,,,,
1458,853,,,,
1459,2440,1,2,,
1460,830,,,,
1461,831,,,,
1462,2438,1,4,,
1463,856,,,,
1464,857,,,132.8709259033203,14.023180961608887
1465,2437,,,,
1466,877,,,,
1467,2436,1,6,,
1468,879,,,,
1469,878,,,131.2688446044922,188.58729553222656
1470,2435,1,426,,
1471,884,,,,
1472,2434,1,5,,
1473,2433,1,19,,
1474,880,,,,
1475,2432,1,48,,
1476,2430,1,18,,
1477,882,,,,
1478,881,,,,
1479,2429,1,53,,
1480,540,,,,
1481,1472,,,,
1482,1187,,,,
1483,560,,,,
1484,558,,,,
1485,2428,1,63,,
1486,2427,,,,
1487,2425,1,34,,
1488,556,,,,
1489,2424,,,,
1490,582,,,,
1491,2423,,,,
1492,557,,,,
1493,554,,,,
1494,553,,,,
1495,555,,,,
1496,2422,1,17,,
1497,1723,,,,
1498,1721,,,,
1499,1722,,,,
1500,1712,,,,
1501,1718,,,,
1502,1716,,,,
1503,868,,,,
1504,871,,,,
1505,869,,,174.42628479003906,339.2983093261719
1506,870,,,,
1507,1956,,,,
1508,626,,,8.283288955688477,9.525483131408691
1509,2421,1,174,,
1510,2420,,,,
1511,1960,,,,
1512,1957,,,,
1513,1952,,,,
1514,1959,,,,
1515,1945,,,,
1516,1954,,,,
1517,49,,257,,
1518,625,,,,
1519,1953,,,,
1520,1950,,,,
1521,1951,,,,
1522,577,,,,
1523,1948,,,,
1524,1949,,,,
1525,1899,,,,
1526,1938,,,,
1527,637,,,,
1528,641,,,,
1529,639,,,126.88203430175781,105.29319763183594
1530,2416,,,36.423851013183594,0.0
1531,2415,,,,
1532,2414,,,,
1533,636,,,,
1534,2377,,,,
1535,1961,,,,
1536,635,,,147.8524169921875,109.50376892089844
1537,858,,,,
1538,859,,,,
1539,867,,,44.51576232910156,295.4226379394531
1540,847,,,5.270340442657471,18.366682052612305
1541,898,,,,
1542,542,,,,
1543,2406,,,,
1544,566,,,,
1545,564,,,208.0213623046875,163.5891876220703
1546,563,,,,
1547,2405,,,1.4838067293167114,0.0
1548,561,,,,
1549,2380,,,6041.7373046875,5069.923828125
1550,2179,,240,773.7199096679688,463.74658203125
1551,23,,204,,
1552,546,,,349.6525573730469,333.6086120605469
1553,562,,,226.54335021972656,229.04251098632812
1554,2401,,,,
1555,2400,,,,
1556,2399,,,131.65626525878906,76.58915710449219
1557,846,,,,
1558,861,,,,
1559,1730,,,,
1560,860,,,,
1561,890,,,,
1562,842,,,,
1563,2395,,,,
1564,634,,,,
1565,16,,227,,
1566,801,,,,
1567,1774,,,,
1568,2394,,,520.374267578125,13.074209213256836
1569,2177,,,,
1570,800,,,,
1571,776,,,,
1572,777,,,,
1573,804,,,,
1574,2393,,,,
1575,808,,,,
1576,22,,220,,
1577,802,,,,
1578,805,,,,
1579,806,,,,
1580,771,,,,
1581,807,,,,
1582,2367,,,,
1583,2391,,,130.03900146484375,274.4252624511719
1584,21,,230,,
1585,778,,,,
1586,787,,,,
1587,2390,,,,
1588,2389,,,,
1589,2387,,,,
1590,2384,,,,
1591,2386,,,,
1592,2385,,,,
1593,789,,,,
1594,788,,,,
1595,803,,,,
1596,798,,,,
1597,2382,,,190.85614013671875,247.04232788085938
1598,2381,,,,
1599,1943,,,,
1600,612,,,,
1601,1935,,,,
1602,1940,,,,
1603,1947,,,,
1604,1944,,,,
1605,1946,,,,
1606,1939,,,,
1607,579,,,,
1608,1941,,,,
1609,1898,,,,
1610,1937,,,,
1611,1595,,,,
1612,872,,,,
1613,1715,,,,
1614,1717,,,,
1615,873,,,,
1616,907,,,,
1617,2376,,,,
1618,2375,,,,
1619,888,,,,
1620,889,,,,
1621,1596,,,,
1622,1660,,,,
1623,1668,,,,
1624,1669,,,,
1625,1004,,,,
1626,1662,,,,
1627,1663,,,,
1628,2285,,,,
1629,2280,,,,
1630,2373,,,,
1631,2292,,,,
1632,2288,,,,
1633,2293,,,,
1634,2291,,,,
1635,2289,,,,
1636,2290,,,,
1637,1656,,,,
1638,1006,,,,
1639,2225,,,,
1640,2227,,,,
1641,2226,,,,
1642,2228,,,,
1643,2231,,,,
1644,2221,,,,
1645,2224,,,,
1646,2233,,,,
1647,2229,,,,
1648,2230,,,,
1649,2222,,,,
1650,2371,,,,
1651,2232,,,,
1652,2223,,,,
1653,462,,,,
1654,463,,,,
1655,1485,,,,
1656,2370,,,,
1657,467,,,,
1658,2369,,,,
1659,2366,,,39.61277389526367,417.88775634765625
1660,1634,,,,
1661,1631,,,,
1662,1020,,,,
1663,1633,,,,
1664,1610,,,,
1665,1630,,,,
1666,2368,,,,
1667,481,,,,
1668,1018,,,,
1669,485,,,,
1670,486,,,,
1671,479,,,,
1672,478,,,,
1673,477,,,,
1674,2301,,,,
1675,2304,,,,
1676,482,,,,
1677,473,,,,
1678,1042,,,,
1679,1041,,,,
1680,379,,414,,
1681,2303,,,,
1682,2235,,,,
1683,1017,,,,
1684,1637,,,,
1685,1636,,,,
1686,1638,,,,
1687,1635,,,,
1688,1609,,,,
1689,1015,,,,
1690,480,,,,
1691,2363,,,150.706787109375,74.24879455566406
1692,2574,,,,
1693,2575,,,,
1694,2576,,,,
1695,2577,1,151,,
1696,2578,,,,
1697,2579,1,126,,
1698,2580,,,,
1699,2581,,,,
1700,2582,,,,
1701,2583,1,162,,
1702,2584,,,,
1703,2585,1,129,,
1704,2586,1,128,,
1705,2587,,,,
1706,2588,1,130,,
1707,2589,,,,
1708,2590,1,160,,
1709,2591,,,,
1710,2592,,,,
1711,2593,,,,
1712,2594,1,164,,
1713,2595,1,159,,
1714,2596,1,158,,
1715,2597,1,157,,
1716,2598,1,131,,
1717,2599,1,132,,
1718,2600,1,156,,
1719,2601,1,123,,
1720,2602,,,,
1721,2603,,,175.27621459960938,103.9854507446289
1722,2604,1,127,,
1723,2605,,,,
1724,2606,1,124,,
1725,2607,,,172.289794921875,112.72667694091797
1726,2608,,,,
1727,2609,1,125,,
1728,2610,1,91,,
1729,2611,,,,
1730,2612,1,90,,
1731,2613,1,89,,
1732,2616,1,58,,
1733,2617,1,7,,
1734,2618,1,87,,
1735,2619,1,170,,
1736,2620,1,248,,
1737,2621,1,256,,
1738,2622,1,300,,
1739,2623,1,274,,
1740,2624,1,247,,
1741,2625,1,246,,
1742,2626,1,289,,
1743,2627,1,303,,
1744,2628,,,,
1745,2629,1,172,,
1746,2630,,,,
1747,2631,1,249,,
1748,2632,1,250,,
1749,2633,1,215,,
1750,2634,,,,
1751,2635,1,176,,
1752,2636,,,,
1753,2637,,,,
1754,2638,1,259,,
1755,2639,,,176.4565887451172,166.18333435058594
1756,2640,,,244.2831573486328,263.055419921875
1757,2641,,,,
1758,2642,1,251,,
1759,2643,1,281,,
1760,2644,,,,
1761,2645,,,,
1762,2646,1,290,,
1763,2647,1,173,,
1764,2648,1,291,,
1765,2649,1,197,,
1766,2650,1,243,,
1767,2651,1,198,,
1768,2652,,,,
1769,2653,1,217,,
1770,2654,,,,
1771,2655,,,,
1772,2656,1,213,,
1773,2657,,,,
1774,2658,,,,
1775,2659,1,191,,
1776,2660,,,,
1777,2661,1,168,,
1778,2662,1,175,,
1779,2663,1,177,,
1780,2664,,,0.0,65.27290344238281
1781,2665,1,210,,
1782,2666,,,17.118282318115234,94.68097686767578
1783,2667,1,209,,
1784,2668,,,,
1785,2669,,,,
1786,2670,1,199,,
1787,2671,1,196,,
1788,2672,,,,
1789,2673,1,192,,
1790,2674,,,,
1791,2675,1,178,,
1792,2676,,,252.94818115234375,131.9288787841797
1793,2677,,,,
1794,2678,,,,
1795,2679,1,201,,
1796,2680,,,,
1797,2681,,,,
1798,2682,,,,
1799,2683,1,200,,
1800,2684,,,,
1801,2685,1,202,,
1802,2686,,,369.5805969238281,175.67327880859375
1803,2687,1,204,,
1804,2688,,,,
1805,2689,1,179,,
1806,2690,1,137,,
1807,2691,,,,
1808,2692,1,149,,
1809,2693,1,138,,
1810,2694,,,,
1811,2695,,,552.30224609375,455.96600341796875
1812,2696,1,119,,
1813,2697,,,440.9118957519531,537.3389282226562
1814,2698,1,118,,
1815,2699,,,,
1816,2700,,,,
1817,2701,1,117,,
1818,2702,1,101,,
1819,2703,,,,
1820,2704,,,239.79344177246094,427.65826416015625
1821,2705,1,100,,
1822,2706,,,,
1823,2707,1,99,,
1824,2708,,,,
1825,2709,1,102,,
1826,2710,,,,
1827,2711,,,,
1828,2712,1,116,,
1829,2713,,,,
1830,2714,1,122,,
1831,2715,,,265.655029296875,137.5777130126953
1832,2716,1,143,,
1833,2717,1,139,,
1834,2718,1,142,,
1835,2719,1,150,,
1836,2720,,,,
1837,2721,,,,
1838,2722,,,,
1839,2723,1,141,,
1840,2724,,,,
1841,2725,,,,
1842,2726,1,161,,
1843,2727,,,,
1844,2728,,,,
1845,2729,1,136,,
1846,2730,,,,
1847,2731,1,148,,
1848,2732,1,391,,
1849,2733,1,167,,
1850,2734,,,371.8897705078125,333.55511474609375
1851,2735,,,,
1852,2736,1,183,,
1853,2737,,,,
1854,2738,1,184,,
1855,2739,,,,
1856,2740,1,392,,
1857,2741,1,163,,
1858,2742,,,,
1859,2743,1,134,,
1860,2744,,,,
1861,2745,1,135,,
1862,2746,,,41.2722053527832,246.56402587890625
1863,2747,,,,
1864,2748,1,103,,
1865,2749,1,104,,
1866,2750,1,109,,
1867,2751,,,250.8056640625,129.20449829101562
1868,2752,1,110,,
1869,2753,,,,
1870,2754,1,111,,
1871,2755,,,,
1872,2756,,,,
1873,2757,1,152,,
1874,2758,,,,
1875,2759,1,169,,
1876,2760,1,195,,
1877,2761,1,203,,
1878,2762,1,262,,
1879,2763,,,,
1880,2764,,,443.4411315917969,256.7599182128906
1881,2765,,,,
1882,2766,1,181,,
1883,2767,,,,
1884,2768,1,182,,
1885,2769,1,207,,
1886,2770,1,205,,
1887,2771,1,153,,
1888,2772,1,154,,
1889,2773,,,,
1890,2774,1,155,,
1891,2775,,,,
1892,2776,,,,
1893,2777,1,180,,
1894,2778,,,,
1895,2779,1,206,,
1896,2780,1,212,,
1897,2781,1,229,,
1898,2782,,,68.65372467041016,40.57783126831055
1899,2783,,,,
1900,2784,1,214,,
1901,2785,1,216,,
1902,2786,,,216.7139129638672,148.20541381835938
1903,2787,1,226,,
1904,2788,,,,
1905,2789,1,219,,
1906,2790,,,,
1907,2791,,,,
1908,2793,1,218,,
1909,2794,1,227,,
1910,2795,,,286.3129577636719,65.1681900024414
1911,2796,,,,
1912,2797,1,220,,
1913,2798,,,,
1914,2799,1,225,,
1915,2800,1,232,,
1916,2801,,,361.8285827636719,6.751677989959717
1917,2802,1,230,,
1918,2803,,,,
1919,2804,,,,
1920,2805,1,234,,
1921,2806,,,1.7937037944793701,67.32347869873047
1922,2807,1,236,,
1923,2808,,,,
1924,2809,,,,
1925,2810,,,31.12262535095215,25.075227737426758
1926,2811,,,,
1927,2812,1,252,,
1928,2813,,,52.73247146606445,0.0
1929,2814,,,,
1930,2815,1,245,,
1931,2816,,,0.0,20.60972023010254
1932,2817,,,72.92875671386719,0.0
1933,2818,,,,
1934,2819,1,239,,
1935,2820,1,253,,
1936,2821,,,0.0,78.26404571533203
1937,2822,,,,
1938,2823,,,42.91123962402344,65.64417266845703
1939,2824,,,,
1940,2825,1,268,,
1941,2826,,,,
1942,2827,1,278,,
1943,2828,,,,
1944,2829,1,244,,
1945,2830,1,257,,
1946,2831,,,,
1947,2832,,,,
1948,2833,,,,
1949,2834,1,279,,
1950,2835,,,,
1951,2836,,,,
1952,2837,,,,
1953,2838,,,,
1954,2839,1,260,,
1955,2840,,,,
1956,2841,,,,
1957,2842,1,276,,
1958,2843,,,,
1959,2844,1,282,,
1960,2845,,,,
1961,2846,1,287,,
1962,2847,,,,
1963,2848,1,301,,
1964,2849,,,,
1965,2850,1,283,,
1966,2851,1,302,,
1967,2852,1,280,,
1968,2853,1,286,,
1969,2854,,,,
1970,2855,1,258,,
1971,2856,1,261,,
1972,2857,,,,
1973,2858,1,275,,
1974,2859,,,,
1975,2860,1,242,,
1976,2861,,,807.569580078125,0.0
1977,2862,,,79.14677429199219,0.0
1978,2863,,,0.0,199.806884765625
1979,2864,,,5.874737739562988,1395.559326171875
1980,2865,1,241,,
1981,2866,,,,
1982,2867,,,30.807483673095703,638.356201171875
1983,2868,,,,
1984,2869,1,240,,
1985,2870,,,,
1986,2871,,,,
1987,2872,,,,
1988,2873,,,,
1989,2874,1,237,,
1990,2875,1,235,,
1991,2876,,,49.108924865722656,215.4310760498047
1992,2877,1,254,,
1993,2878,1,269,,
1994,2879,1,271,,
1995,2880,,,,
1996,2881,1,277,,
1997,2882,1,285,,
1998,2883,1,284,,
1999,2884,1,272,,
2000,2885,1,255,,
2001,2886,1,222,,
2002,2887,,,74.87556457519531,82.18521118164062
2003,2888,,,,
2004,2889,1,238,,
2005,2890,,,,
2006,2891,1,221,,
2007,2892,,,,
2008,2893,1,211,,
2009,2894,,,,
2010,2895,1,231,,
2011,2896,1,273,,
2012,2897,1,292,,
2013,2898,1,293,,
2014,2899,1,306,,
2015,2900,1,304,,
2016,2901,1,305,,
2017,2902,1,299,,
2018,2903,1,313,,
2019,2904,1,307,,
2020,2905,1,288,,
2021,2906,1,314,,
2022,2907,,,,
2023,2908,1,315,,
2024,2909,,,,
2025,2910,,,,
2026,2911,1,319,,
2027,2912,1,325,,
2028,2913,,,,
2029,2914,1,318,,
2030,2915,,,,
2031,2916,1,321,,
2032,2917,1,309,,
2033,2918,,,,
2034,2919,,,,
2035,2920,1,308,,
2036,2921,1,336,,
2037,2922,1,346,,
2038,2923,1,331,,
2039,2924,1,341,,
2040,2925,1,357,,
2041,2926,,,,
2042,2927,1,407,,
2043,2928,1,370,,
2044,2929,1,408,,
2045,2930,1,395,,
2046,2931,1,390,,
2047,2932,1,411,,
2048,2933,1,409,,
2049,2934,1,386,,
2050,2935,1,387,,
2051,2936,1,412,,
2052,2937,1,385,,
2053,2938,1,328,,
2054,2939,,,,
2055,2940,1,329,,
2056,2941,1,347,,
2057,2942,1,338,,
2058,2943,1,349,,
2059,2944,,,,
2060,2945,1,365,,
2061,2946,,,,
2062,2947,1,382,,
2063,2948,1,376,,
2064,2949,1,375,,
2065,2950,1,377,,
2066,2951,,,,
2067,2952,,,,
2068,2953,,,,
2069,2954,,,,
2070,2955,1,330,,
2071,2956,,,,
2072,2957,,,,
2073,2958,,,,
2074,2960,1,339,,
2075,2961,1,335,,
2076,2962,1,356,,
2077,2963,,,,
2078,2964,,,,
2079,2965,,,,
2080,2966,1,354,,
2081,2967,,,,
2082,2968,1,355,,
2083,2969,1,351,,
2084,2970,1,359,,
2085,2971,1,371,,
2086,2972,1,364,,
2087,2973,1,368,,
2088,2974,1,384,,
2089,2975,1,413,,
2090,2976,1,380,,
2091,2977,1,374,,
2092,2978,1,372,,
2093,2979,1,378,,
2094,2980,1,400,,
2095,2981,1,414,,
2096,2982,1,373,,
2097,2983,1,369,,
2098,2984,,,,
2099,2985,1,367,,
2100,2986,,,,
2101,2987,1,363,,
2102,2988,1,350,,
2103,2989,1,340,,
2104,2990,1,326,,
2105,2991,,,,
2106,2992,1,324,,
2107,2993,,,259.14215087890625,308.96173095703125
2108,2994,,,,
2109,2995,1,312,,
2110,2996,1,311,,
2111,2997,1,322,,
2112,2998,1,323,,
2113,2999,1,295,,
2114,3000,1,294,,
2115,3001,1,310,,
2116,3002,1,263,,
2117,3003,1,264,,
2118,3004,,,,
2119,3005,,,,
2120,3006,1,296,,
2121,3007,,,,
2122,3008,1,317,,
2123,3009,1,171,,
2124,3010,1,333,,
2125,3011,,,,
2126,3012,,,,
2127,3013,1,345,,
2128,3014,1,352,,
2129,3015,1,361,,
2130,3017,,,,
2131,3018,1,332,,
2132,3019,,,,
2133,3020,1,344,,
2134,3021,1,334,,
2135,3022,1,327,,
2136,3023,1,343,,
2137,3024,1,362,,
2138,3025,,,,
2139,3026,1,353,,
2140,3027,1,51,,
2141,3028,,,,
2142,3029,1,73,,
2143,3030,,,,
2144,3031,,,,
2145,3032,,,,
2146,3033,,,,
2147,3034,,,,
2148,3035,1,74,,
2149,3036,1,52,,
2150,3037,,,,
2151,3038,,,,
2152,3039,1,114,,
2153,3040,,,,
2154,3041,1,113,,
2155,3042,1,145,,
2156,3043,1,140,,
2157,3044,1,112,,
2158,3045,1,144,,
2159,3046,,,,
2160,3047,1,187,,
2161,3048,,,,
2162,3049,1,265,,
2163,3050,,,,
2164,3051,,,,
2165,3052,1,188,,
2166,3053,1,266,,
2167,3054,1,267,,
2168,3055,,,,
2169,3056,,,,
2170,3057,1,189,,
2171,3058,,,,
2172,3059,,,,
2173,3060,1,194,,
2174,3061,,,,
2175,3062,1,193,,
2176,3063,1,270,,
2177,3064,1,429,,
2178,3065,1,147,,
2179,3066,,,,
2180,3067,,,,
2181,3068,1,146,,
2182,3069,,,,
2183,3070,1,417,,
2184,3071,1,298,,
2185,3072,1,320,,
2186,3073,,,,
2187,3074,1,297,,
2188,3075,1,316,,
2189,3076,,,,
2190,3077,1,348,,
2191,3078,1,337,,
2192,3079,1,342,,
2193,3080,1,432,,
2194,3081,1,415,,
2195,3082,1,360,,
2196,3083,,,,
2197,3084,1,88,,
2198,3085,,,176.19619750976562,91.50889587402344
2199,3086,,,,
2200,3087,,,10.314475059509277,0.0
2201,3088,,,,
2202,3089,,,,
2203,3090,,,,
2204,3091,,,37.30042266845703,23.915746688842773
2205,3092,,,,
